2	    6	45.61	
1	    32	28.41	
1	    40	31.31	
2	    40	53.91	
1	    19	31.31	
1	    25	37.71	
1	    38	39.51	
2	    38	69.41	
1	    16	53.31	
1	    22	61.71	
105.3049	-6.022	53.5	14
1	    3	3.54	
2	    3	11.14	
1	    37	5.24	
2	    37	13.14	
1	    40	14.74	
1	    19	20.54	
1	    1	17.94	
2	    1	37.94	
1	    34	27.24	
1	    38	30.04	
1	    25	37.14	
1	    16	46.84	
1	    18	49.14	
1	    22	55.64	
104.326	-7.8002	30.1	15
1	    37	27.52	
2	    37	48.92	
1	    40	33.92	
2	    40	60.92	
1	    3	36.52	
1	    6	47.12	
1	    32	42.72	
2	    32	75.02	
1	    15	43.62	
1	    19	47.02	
1	    38	48.02	
1	    25	53.52	
2	    25	94.52	
1	    22	64.42	
2	    22	117.62	
106.7696	-8.3246	53.8	10
1	    25	26.0	
2	    25	52.1	
1	    32	27.3	
1	    37	31.1	
1	    1	33.4	
1	    3	41.3	
1	    40	54.1	
1	    34	63.1	
1	    38	68.1	
1	    16	79.3	
106.9817	-6.8267	180.4	13
1	    32	23.43	
1	    25	24.33	
1	    1	25.73	
1	    37	30.03	
1	    18	28.33	
1	    3	32.83	
1	    5	37.53	
1	    40	47.03	
1	    19	48.43	
1	    34	55.23	
1	    38	57.63	
1	    16	71.23	
1	    22	80.43	
105.0294	-7.312	52.1	15
1	    37	17.09	
2	    37	29.09	
1	    24	26.49	
1	    3	25.79	
1	    40	28.89	
2	    40	51.59	
1	    32	29.79	
1	    6	30.79	
1	    15	31.19	
1	    34	38.29	
1	    25	41.89	
1	    38	44.19	
1	    18	50.19	
1	    16	52.69	
1	    22	63.99	
104.7685	-5.124	67.8	12
2	    19	18.54	
1	    40	8.74	
2	    40	22.34	
1	    34	11.84	
1	    38	20.44	
2	    38	46.64	
1	    3	20.94	
1	    37	22.24	
1	    43	29.24	
1	    16	22.94	
1	    1	33.34	
1	    18	55.44	
107.9515	-7.8133	90.9	14
1	    25	18.98	
1	    5	16.98	
1	    30	25.38	
1	    32	27.58	
1	    1	33.28	
1	    24	39.68	
2	    37	65.88	
1	    3	44.58	
1	    6	54.78	
1	    40	60.18	
1	    19	64.08	
1	    38	72.78	
1	    16	86.18	
1	    22	96.88	
103.6684	-6.4341	49.5	18
1	    40	18.3	
2	    40	34.7	
1	    34	22.9	
2	    34	41.6	
1	    19	30.5	
2	    19	55.1	
1	    38	30.6	
2	    38	55.8	
1	    37	30.6	
2	    37	57.9	
1	    3	32.8	
2	    3	60.2	
1	    16	34.6	
2	    16	66.0	
1	    43	46.4	
2	    43	74.4	
1	    22	44.9	
1	    25	59.1	
103.4986	-6.5123	15.0	12
1	    40	22.74	
2	    40	37.34	
1	    34	28.44	
2	    34	46.44	
2	    6	61.54	
1	    38	35.84	
2	    38	60.84	
1	    19	28.04	
1	    37	35.04	
2	    37	62.54	
1	    22	55.44	
1	    15	52.54	
103.7723	-6.466	7.2	12
1	    40	22.54	
2	    40	37.94	
1	    34	26.64	
2	    34	45.64	
2	    6	54.74	
1	    37	33.14	
2	    37	58.94	
1	    38	34.44	
2	    38	59.84	
1	    3	35.04	
1	    16	37.94	
1	    22	49.74	
103.4957	-6.5973	35.0	10
1	    40	20.97	
2	    40	41.27	
1	    34	25.57	
2	    34	46.57	
1	    37	31.87	
2	    37	61.47	
2	    19	61.77	
1	    38	33.27	
1	    3	35.87	
1	    22	47.67	
103.6768	-6.4282	39.6	15
1	    40	18.54	
2	    40	33.74	
1	    34	23.94	
2	    34	42.74	
1	    19	33.24	
1	    38	31.04	
2	    38	58.94	
1	    37	29.94	
2	    37	59.84	
1	    3	32.14	
2	    3	62.24	
1	    16	35.04	
1	    22	44.74	
1	    1	47.94	
1	    18	58.84	
103.6656	-6.4421	51.9	12
1	    40	18.15	
1	    34	22.95	
1	    19	31.65	
1	    38	30.85	
2	    38	56.15	
1	    37	29.75	
2	    37	56.35	
1	    3	32.45	
1	    16	35.25	
1	    22	50.65	
1	    32	47.65	
1	    15	48.95	
103.7591	-6.3676	50.6	12
1	    40	17.56	
1	    34	24.86	
1	    6	28.46	
1	    19	29.76	
1	    38	29.76	
1	    37	29.46	
1	    3	32.66	
1	    16	31.66	
1	    22	44.96	
1	    32	43.56	
1	    15	48.46	
1	    25	56.46	
103.9363	-6.1642	75.0	11
1	    40	13.6	
1	    34	20.7	
1	    6	24.5	
1	    19	26.4	
1	    38	25.9	
1	    37	28.6	
1	    3	28.7	
1	    16	32.4	
1	    32	41.7	
1	    22	41.6	
1	    15	44.7	
102.6118	-4.4532	74.2	15
1	    16	9.77	
2	    16	18.17	
1	    22	14.67	
1	    43	22.07	
2	    43	36.27	
1	    34	25.17	
1	    38	25.37	
2	    38	46.17	
1	    40	33.17	
2	    40	57.67	
1	    19	35.47	
2	    19	61.07	
1	    3	52.27	
1	    37	54.37	
1	    1	63.77	
103.5754	-6.5298	33.6	14
1	    40	20.74	
1	    34	25.44	
2	    34	44.94	
1	    6	31.34	
1	    19	32.84	
2	    19	57.84	
1	    37	32.04	
2	    37	58.64	
1	    38	33.24	
1	    16	35.44	
1	    3	34.34	
1	    22	46.94	
1	    32	50.64	
1	    15	50.94	
106.1363	-7.5029	69.2	12
1	    37	16.53	
2	    37	31.93	
1	    1	25.43	
1	    25	27.23	
1	    3	27.93	
2	    3	52.93	
1	    18	36.23	
1	    40	38.13	
1	    19	45.23	
1	    34	48.83	
1	    38	52.63	
1	    22	75.83	
102.8526	-4.9738	58.5	9
1	    16	12.76	
2	    16	21.96	
1	    34	20.66	
2	    34	35.76	
1	    22	24.26	
1	    38	23.76	
2	    38	41.66	
1	    40	27.96	
2	    40	48.26	
107.4073	-9.4749	15.8	9
1	    5	36.58	
1	    25	42.48	
1	    32	46.88	
2	    32	83.08	
1	    37	51.28	
2	    37	88.78	
1	    40	74.18	
1	    38	86.38	
1	    16	97.78	
105.9149	-6.9203	70.6	21
1	    37	11.29	
2	    37	19.99	
1	    24	15.19	
2	    24	26.99	
1	    32	16.79	
2	    32	30.19	
2	    1	33.19	
1	    15	18.89	
2	    15	33.79	
1	    3	18.89	
2	    3	32.99	
1	    6	27.29	
2	    6	47.79	
1	    25	28.49	
2	    25	50.69	
1	    40	31.49	
2	    40	56.29	
1	    19	36.29	
1	    34	41.59	
2	    34	72.89	
1	    38	45.89	
106.9647	-7.6729	86.4	13
1	    25	18.35	
2	    25	35.15	
1	    32	19.85	
2	    32	36.15	
1	    15	17.75	
1	    37	27.15	
2	    37	48.05	
1	    18	25.35	
1	    3	34.45	
1	    6	48.05	
1	    40	48.85	
1	    38	62.15	
1	    16	75.95	
103.0001	-4.9307	68.0	14
1	    16	12.97	
2	    16	22.47	
1	    34	19.17	
2	    34	32.97	
2	    43	37.77	
1	    38	21.67	
2	    38	38.27	
1	    22	22.77	
2	    22	41.07	
1	    40	25.97	
2	    40	45.47	
1	    3	46.97	
1	    37	47.47	
2	    37	82.67	
102.6298	-6.603	43.8	9
1	    34	33.22	
1	    40	33.02	
1	    16	33.62	
1	    38	39.92	
1	    19	41.62	
1	    22	42.52	
1	    37	45.02	
1	    32	62.92	
1	    25	74.12	
102.2631	-4.2108	36.4	14
1	    22	16.05	
2	    22	26.25	
1	    16	14.85	
2	    16	23.95	
1	    43	25.45	
1	    38	31.25	
1	    34	33.75	
1	    40	39.35	
1	    19	41.45	
1	    3	58.85	
1	    37	61.45	
1	    1	72.75	
1	    25	89.25	
1	    18	95.15	
106.897	-8.0706	66.8	14
1	    25	23.58	
1	    32	24.98	
1	    37	28.48	
1	    1	30.98	
1	    18	31.08	
2	    18	57.98	
1	    24	33.28	
1	    3	37.98	
1	    6	47.38	
1	    40	50.68	
1	    19	57.58	
1	    34	60.58	
1	    38	64.58	
1	    22	87.58	
106.3947	-7.7172	64.9	12
1	    32	19.21	
2	    32	36.81	
1	    37	21.11	
1	    25	24.01	
2	    25	45.11	
1	    1	24.91	
1	    24	26.01	
1	    3	31.21	
2	    3	56.11	
1	    40	44.71	
1	    38	58.51	
1	    16	69.41	
103.5508	-6.4041	44.8	11
1	    40	20.05	
2	    40	36.15	
1	    34	23.85	
2	    34	42.75	
1	    38	31.55	
2	    38	56.85	
1	    19	32.35	
1	    37	33.05	
1	    3	34.45	
1	    22	43.65	
1	    32	48.05	
107.5213	-5.8162	306.5	12
1	    15	40.59	
1	    18	42.09	
1	    25	39.99	
1	    32	40.69	
1	    3	44.99	
1	    37	45.89	
1	    19	54.19	
1	    40	56.39	
1	    34	62.69	
1	    38	62.69	
1	    16	75.19	
1	    22	82.19	
103.1759	-6.1547	42.9	13
1	    34	22.75	
1	    40	22.05	
2	    40	34.35	
1	    16	28.25	
1	    38	30.15	
1	    6	34.65	
1	    37	37.85	
2	    37	68.85	
1	    22	39.15	
2	    22	73.45	
1	    3	38.95	
1	    32	53.05	
1	    15	56.35	
103.4512	-5.3445	97.5	12
1	    34	17.22	
2	    34	29.72	
1	    40	21.12	
2	    40	35.82	
1	    38	21.72	
2	    38	37.52	
1	    6	30.92	
2	    22	55.82	
1	    3	38.22	
1	    37	40.12	
2	    37	68.72	
1	    24	42.22	
105.2902	-6.1546	3.0	9
1	    3	10.21	
1	    37	11.61	
1	    40	20.51	
2	    40	30.91	
1	    19	26.21	
1	    34	30.51	
1	    38	33.61	
1	    25	42.91	
1	    16	49.51	
103.3238	-5.8128	57.3	19
1	    34	18.25	
2	    34	32.45	
1	    40	19.55	
2	    40	33.75	
1	    16	24.55	
2	    16	41.35	
1	    38	25.65	
2	    38	45.05	
1	    19	29.55	
2	    19	51.85	
1	    43	34.55	
2	    43	57.25	
1	    22	35.55	
2	    22	62.95	
1	    37	37.15	
2	    37	66.25	
1	    24	42.75	
1	    15	57.65	
1	    25	65.05	
104.3887	-5.7059	91.4	20
1	    40	12.19	
2	    40	21.19	
1	    34	17.39	
2	    34	30.39	
1	    6	19.19	
2	    6	32.19	
1	    19	19.99	
2	    19	34.99	
1	    38	22.99	
2	    38	37.79	
1	    3	23.99	
2	    3	42.69	
1	    37	26.19	
2	    37	46.69	
1	    16	32.29	
2	    16	56.59	
1	    1	38.69	
1	    15	44.29	
1	    22	43.39	
1	    25	54.29	
107.6482	-9.7679	22.5	13
1	    25	45.88	
2	    25	81.18	
1	    37	54.98	
2	    37	97.08	
1	    1	56.48	
2	    1	98.98	
1	    24	59.78	
1	    3	65.58	
2	    3	115.38	
1	    40	76.58	
1	    34	86.98	
1	    38	90.78	
1	    22	112.98	
107.9234	-7.992	94.7	20
1	    25	19.95	
2	    25	39.65	
1	    1	36.95	
2	    1	63.45	
1	    24	39.15	
2	    24	71.15	
1	    37	37.85	
2	    37	67.15	
1	    3	45.25	
2	    3	84.15	
1	    19	64.95	
1	    20	67.85	
2	    20	122.65	
1	    34	70.25	
2	    34	130.25	
1	    38	74.45	
1	    16	87.25	
2	    16	154.85	
1	    22	97.45	
2	    22	175.55	
107.7347	-7.1781	48.9	15
1	    25	4.22	
2	    25	11.92	
1	    33	17.62	
2	    33	34.02	
1	    1	22.72	
1	    24	30.32	
1	    37	31.52	
2	    37	58.52	
1	    3	37.22	
1	    6	50.82	
1	    40	57.92	
1	    19	56.32	
1	    20	57.72	
1	    34	64.32	
1	    38	66.92	
103.7092	-6.3497	58.0	16
1	    40	16.47	
2	    40	30.47	
1	    34	21.57	
2	    34	39.47	
2	    6	50.67	
1	    38	29.37	
2	    38	53.87	
1	    20	29.97	
2	    20	55.07	
1	    37	30.17	
2	    37	55.57	
1	    3	31.37	
2	    3	57.97	
1	    16	34.47	
2	    16	59.57	
1	    15	48.37	
103.0384	-4.8526	74.6	12
1	    16	11.76	
2	    16	21.86	
1	    34	17.96	
1	    38	20.76	
2	    38	37.36	
1	    22	22.06	
2	    22	39.36	
1	    20	27.56	
2	    20	48.86	
1	    19	29.26	
1	    3	44.16	
1	    37	46.86	
103.8569	-6.6355	41.9	21
1	    40	18.68	
2	    40	35.18	
1	    34	25.78	
2	    34	45.98	
1	    37	27.48	
2	    37	51.08	
1	    19	31.98	
2	    19	56.58	
1	    3	30.48	
2	    3	56.28	
1	    20	32.48	
2	    20	58.78	
1	    38	33.18	
2	    38	60.48	
1	    24	34.98	
2	    24	63.78	
1	    16	37.98	
1	    33	42.08	
1	    15	45.68	
1	    22	48.58	
1	    25	55.38	
102.2267	-4.5299	57.6	9
1	    16	14.48	
2	    16	26.38	
1	    22	17.38	
2	    22	28.68	
1	    34	29.88	
2	    34	52.18	
1	    38	30.98	
1	    40	37.68	
1	    20	38.98	
105.8835	-7.9383	40.5	17
1	    33	15.47	
2	    33	32.07	
1	    37	19.87	
2	    37	37.77	
1	    24	27.17	
2	    24	51.87	
2	    1	53.47	
1	    25	31.47	
2	    25	56.47	
1	    3	32.47	
2	    3	57.57	
2	    41	69.97	
1	    40	42.17	
2	    40	76.07	
1	    20	50.67	
2	    20	91.97	
1	    38	56.27	
103.0834	-5.5603	35.0	9
1	    16	26.77	
1	    38	25.27	
1	    20	28.67	
1	    19	29.87	
1	    22	37.87	
1	    6	33.27	
1	    3	40.77	
1	    37	42.27	
1	    25	72.67	
104.0874	-6.1175	69.1	16
1	    34	19.03	
1	    6	22.13	
2	    6	40.63	
1	    19	25.23	
2	    19	43.83	
1	    20	26.23	
1	    38	26.73	
1	    3	26.13	
1	    37	25.33	
2	    37	46.13	
1	    16	32.83	
1	    1	39.03	
1	    33	39.83	
1	    15	46.23	
1	    22	44.03	
1	    25	54.93	
104.012	-6.0555	53.6	27
1	    40	9.2	
2	    40	18.4	
1	    34	15.8	
2	    34	29.8	
1	    6	20.7	
2	    6	40.5	
1	    19	22.6	
2	    19	43.2	
1	    20	23.8	
2	    20	45.4	
1	    38	24.5	
2	    38	45.9	
1	    3	25.6	
2	    3	48.4	
1	    37	25.0	
2	    37	48.6	
1	    16	32.4	
2	    16	59.6	
1	    24	32.3	
2	    24	59.0	
1	    43	37.0	
2	    1	77.6	
1	    33	41.7	
2	    33	76.6	
1	    22	44.2	
1	    15	44.7	
1	    25	55.9	
105.9315	-6.9682	108.0	19
1	    37	16.07	
2	    37	26.77	
1	    33	15.57	
2	    33	28.57	
